path,size,category,recommended_action,scientific_role,tracked_equivalent,hash_reference,reason
publication_cmame_v1/04_figures/12_supplementary/S02_resource_gc/figS02_resource_gc.svg,67833,DUPLICATE,KEEP_CANONICAL_TRACKED_COPY;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,duplicate artifact,publication_cmame_v1/04_figures/14_exports/supplementary/figS02_resource_gc.svg,manifest:publication_cmame_v1/04_figures/14_exports/figure_files_manifest.csv;manifest:publication_cmame_v1/04_figures/14_exports/figure_files_manifest.json,SHA256 is identical to an already tracked file.
publication_cmame_v1/04_figures/12_supplementary/S03_mms_plateau/figS03_mms_plateau.pdf,71984,DUPLICATE,KEEP_CANONICAL_TRACKED_COPY;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,duplicate artifact,publication_cmame_v1/04_figures/14_exports/supplementary/figS03_mms_plateau.pdf,manifest:publication_cmame_v1/04_figures/14_exports/figure_files_manifest.csv;manifest:publication_cmame_v1/04_figures/14_exports/figure_files_manifest.json,SHA256 is identical to an already tracked file.
publication_cmame_v1/04_figures/12_supplementary/S03_mms_plateau/figS03_mms_plateau.png,691208,DUPLICATE,KEEP_CANONICAL_TRACKED_COPY;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,duplicate artifact,publication_cmame_v1/04_figures/14_exports/supplementary/figS03_mms_plateau.png,manifest:publication_cmame_v1/04_figures/14_exports/figure_files_manifest.csv;manifest:publication_cmame_v1/04_figures/14_exports/figure_files_manifest.json,SHA256 is identical to an already tracked file.
publication_cmame_v1/04_figures/12_supplementary/S03_mms_plateau/figS03_mms_plateau.svg,142403,DUPLICATE,KEEP_CANONICAL_TRACKED_COPY;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,duplicate artifact,publication_cmame_v1/04_figures/14_exports/supplementary/figS03_mms_plateau.svg,manifest:publication_cmame_v1/04_figures/14_exports/figure_files_manifest.csv;manifest:publication_cmame_v1/04_figures/14_exports/figure_files_manifest.json,SHA256 is identical to an already tracked file.
publication_cmame_v1/04_figures/12_supplementary/S04_stage02_all_runs/figS04_stage02_all_runs.pdf,88775,DUPLICATE,KEEP_CANONICAL_TRACKED_COPY;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,duplicate artifact,publication_cmame_v1/04_figures/14_exports/supplementary/figS04_stage02_all_runs.pdf,manifest:publication_cmame_v1/04_figures/14_exports/figure_files_manifest.csv;manifest:publication_cmame_v1/04_figures/14_exports/figure_files_manifest.json,SHA256 is identical to an already tracked file.
publication_cmame_v1/04_figures/12_supplementary/S04_stage02_all_runs/figS04_stage02_all_runs.png,710935,DUPLICATE,KEEP_CANONICAL_TRACKED_COPY;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,duplicate artifact,publication_cmame_v1/04_figures/14_exports/supplementary/figS04_stage02_all_runs.png,manifest:publication_cmame_v1/04_figures/14_exports/figure_files_manifest.csv;manifest:publication_cmame_v1/04_figures/14_exports/figure_files_manifest.json,SHA256 is identical to an already tracked file.
publication_cmame_v1/04_figures/12_supplementary/S04_stage02_all_runs/figS04_stage02_all_runs.svg,198888,DUPLICATE,KEEP_CANONICAL_TRACKED_COPY;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,duplicate artifact,publication_cmame_v1/04_figures/14_exports/supplementary/figS04_stage02_all_runs.svg,manifest:publication_cmame_v1/04_figures/14_exports/figure_files_manifest.csv;manifest:publication_cmame_v1/04_figures/14_exports/figure_files_manifest.json,SHA256 is identical to an already tracked file.
publication_cmame_v1/04_figures/12_supplementary/S05_stage03_360_probe/figS05_stage03_360_probe.pdf,120939,DUPLICATE,KEEP_CANONICAL_TRACKED_COPY;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,duplicate artifact,publication_cmame_v1/04_figures/14_exports/supplementary/figS05_stage03_360_probe.pdf,manifest:publication_cmame_v1/04_figures/14_exports/figure_files_manifest.csv;manifest:publication_cmame_v1/04_figures/14_exports/figure_files_manifest.json,SHA256 is identical to an already tracked file.
publication_cmame_v1/04_figures/12_supplementary/S05_stage03_360_probe/figS05_stage03_360_probe.png,590370,DUPLICATE,KEEP_CANONICAL_TRACKED_COPY;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,duplicate artifact,publication_cmame_v1/04_figures/14_exports/supplementary/figS05_stage03_360_probe.png,manifest:publication_cmame_v1/04_figures/14_exports/figure_files_manifest.csv;manifest:publication_cmame_v1/04_figures/14_exports/figure_files_manifest.json,SHA256 is identical to an already tracked file.
publication_cmame_v1/04_figures/12_supplementary/S05_stage03_360_probe/figS05_stage03_360_probe.svg,556389,DUPLICATE,KEEP_CANONICAL_TRACKED_COPY;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,duplicate artifact,publication_cmame_v1/04_figures/14_exports/supplementary/figS05_stage03_360_probe.svg,manifest:publication_cmame_v1/04_figures/14_exports/figure_files_manifest.csv;manifest:publication_cmame_v1/04_figures/14_exports/figure_files_manifest.json,SHA256 is identical to an already tracked file.
publication_cmame_v1/04_figures/12_supplementary/S06_stage04_signal_decomposition/figS06_stage04_signal_decomposition.pdf,219504,DUPLICATE,KEEP_CANONICAL_TRACKED_COPY;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,duplicate artifact,publication_cmame_v1/04_figures/14_exports/supplementary/figS06_stage04_signal_decomposition.pdf,manifest:publication_cmame_v1/04_figures/14_exports/figure_files_manifest.csv;manifest:publication_cmame_v1/04_figures/14_exports/figure_files_manifest.json,SHA256 is identical to an already tracked file.
publication_cmame_v1/04_figures/12_supplementary/S06_stage04_signal_decomposition/figS06_stage04_signal_decomposition.png,2698587,DUPLICATE,KEEP_CANONICAL_TRACKED_COPY;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,duplicate artifact,publication_cmame_v1/04_figures/14_exports/supplementary/figS06_stage04_signal_decomposition.png,manifest:publication_cmame_v1/04_figures/14_exports/figure_files_manifest.csv;manifest:publication_cmame_v1/04_figures/14_exports/figure_files_manifest.json,SHA256 is identical to an already tracked file.
publication_cmame_v1/04_figures/12_supplementary/S06_stage04_signal_decomposition/figS06_stage04_signal_decomposition.svg,2017282,DUPLICATE,KEEP_CANONICAL_TRACKED_COPY;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,duplicate artifact,publication_cmame_v1/04_figures/14_exports/supplementary/figS06_stage04_signal_decomposition.svg,manifest:publication_cmame_v1/04_figures/14_exports/figure_files_manifest.csv;manifest:publication_cmame_v1/04_figures/14_exports/figure_files_manifest.json,SHA256 is identical to an already tracked file.
publication_cmame_v1/04_figures/12_supplementary/S06_stage04_signal_decomposition/source_data.json,5480403,EXTERNAL_DATA,KEEP_EXTERNAL_ADD_OR_CONFIRM_MANIFEST;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,scientific data/result payload,,,High-volume or data-like scientific payload belongs in external storage with integrity metadata.
publication_cmame_v1/04_figures/12_supplementary/S07_stage05_fd_boundary/figS07_stage05_fd_boundary.pdf,64929,DUPLICATE,KEEP_CANONICAL_TRACKED_COPY;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,duplicate artifact,publication_cmame_v1/04_figures/14_exports/supplementary/figS07_stage05_fd_boundary.pdf,manifest:publication_cmame_v1/04_figures/14_exports/figure_files_manifest.csv;manifest:publication_cmame_v1/04_figures/14_exports/figure_files_manifest.json,SHA256 is identical to an already tracked file.
publication_cmame_v1/04_figures/12_supplementary/S07_stage05_fd_boundary/figS07_stage05_fd_boundary.png,852334,DUPLICATE,KEEP_CANONICAL_TRACKED_COPY;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,duplicate artifact,publication_cmame_v1/04_figures/14_exports/supplementary/figS07_stage05_fd_boundary.png,manifest:publication_cmame_v1/04_figures/14_exports/figure_files_manifest.csv;manifest:publication_cmame_v1/04_figures/14_exports/figure_files_manifest.json,SHA256 is identical to an already tracked file.
publication_cmame_v1/04_figures/12_supplementary/S07_stage05_fd_boundary/figS07_stage05_fd_boundary.svg,123938,DUPLICATE,KEEP_CANONICAL_TRACKED_COPY;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,duplicate artifact,publication_cmame_v1/04_figures/14_exports/supplementary/figS07_stage05_fd_boundary.svg,manifest:publication_cmame_v1/04_figures/14_exports/figure_files_manifest.csv;manifest:publication_cmame_v1/04_figures/14_exports/figure_files_manifest.json,SHA256 is identical to an already tracked file.
publication_cmame_v1/04_figures/12_supplementary/S08_stage06_590_scan/figS08_stage06_590_scan.pdf,83345,DUPLICATE,KEEP_CANONICAL_TRACKED_COPY;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,duplicate artifact,publication_cmame_v1/04_figures/14_exports/supplementary/figS08_stage06_590_scan.pdf,manifest:publication_cmame_v1/04_figures/14_exports/figure_files_manifest.csv;manifest:publication_cmame_v1/04_figures/14_exports/figure_files_manifest.json,SHA256 is identical to an already tracked file.
publication_cmame_v1/04_figures/12_supplementary/S08_stage06_590_scan/figS08_stage06_590_scan.png,715017,DUPLICATE,KEEP_CANONICAL_TRACKED_COPY;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,duplicate artifact,publication_cmame_v1/04_figures/14_exports/supplementary/figS08_stage06_590_scan.png,manifest:publication_cmame_v1/04_figures/14_exports/figure_files_manifest.csv;manifest:publication_cmame_v1/04_figures/14_exports/figure_files_manifest.json,SHA256 is identical to an already tracked file.
publication_cmame_v1/04_figures/12_supplementary/S08_stage06_590_scan/figS08_stage06_590_scan.svg,417665,DUPLICATE,KEEP_CANONICAL_TRACKED_COPY;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,duplicate artifact,publication_cmame_v1/04_figures/14_exports/supplementary/figS08_stage06_590_scan.svg,manifest:publication_cmame_v1/04_figures/14_exports/figure_files_manifest.csv;manifest:publication_cmame_v1/04_figures/14_exports/figure_files_manifest.json,SHA256 is identical to an already tracked file.
publication_cmame_v1/04_figures/12_supplementary/S09_stage06_six_lineage_origins/figS09_stage06_six_lineage_origins.pdf,126648,DUPLICATE,KEEP_CANONICAL_TRACKED_COPY;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,duplicate artifact,publication_cmame_v1/04_figures/14_exports/supplementary/figS09_stage06_six_lineage_origins.pdf,manifest:publication_cmame_v1/04_figures/14_exports/figure_files_manifest.csv;manifest:publication_cmame_v1/04_figures/14_exports/figure_files_manifest.json,SHA256 is identical to an already tracked file.
publication_cmame_v1/04_figures/12_supplementary/S09_stage06_six_lineage_origins/figS09_stage06_six_lineage_origins.png,931672,DUPLICATE,KEEP_CANONICAL_TRACKED_COPY;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,duplicate artifact,publication_cmame_v1/04_figures/14_exports/supplementary/figS09_stage06_six_lineage_origins.png,manifest:publication_cmame_v1/04_figures/14_exports/figure_files_manifest.csv;manifest:publication_cmame_v1/04_figures/14_exports/figure_files_manifest.json,SHA256 is identical to an already tracked file.
publication_cmame_v1/04_figures/12_supplementary/S09_stage06_six_lineage_origins/figS09_stage06_six_lineage_origins.svg,770452,DUPLICATE,KEEP_CANONICAL_TRACKED_COPY;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,duplicate artifact,publication_cmame_v1/04_figures/14_exports/supplementary/figS09_stage06_six_lineage_origins.svg,manifest:publication_cmame_v1/04_figures/14_exports/figure_files_manifest.csv;manifest:publication_cmame_v1/04_figures/14_exports/figure_files_manifest.json,SHA256 is identical to an already tracked file.
publication_cmame_v1/04_figures/12_supplementary/S10_stage07_652_scan/figS10_stage07_652_scan.pdf,106943,DUPLICATE,KEEP_CANONICAL_TRACKED_COPY;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,duplicate artifact,publication_cmame_v1/04_figures/14_exports/supplementary/figS10_stage07_652_scan.pdf,manifest:publication_cmame_v1/04_figures/14_exports/figure_files_manifest.csv;manifest:publication_cmame_v1/04_figures/14_exports/figure_files_manifest.json,SHA256 is identical to an already tracked file.
publication_cmame_v1/04_figures/12_supplementary/S10_stage07_652_scan/figS10_stage07_652_scan.png,863031,DUPLICATE,KEEP_CANONICAL_TRACKED_COPY;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,duplicate artifact,publication_cmame_v1/04_figures/14_exports/supplementary/figS10_stage07_652_scan.png,manifest:publication_cmame_v1/04_figures/14_exports/figure_files_manifest.csv;manifest:publication_cmame_v1/04_figures/14_exports/figure_files_manifest.json,SHA256 is identical to an already tracked file.
publication_cmame_v1/04_figures/12_supplementary/S10_stage07_652_scan/figS10_stage07_652_scan.svg,707130,DUPLICATE,KEEP_CANONICAL_TRACKED_COPY;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,duplicate artifact,publication_cmame_v1/04_figures/14_exports/supplementary/figS10_stage07_652_scan.svg,manifest:publication_cmame_v1/04_figures/14_exports/figure_files_manifest.csv;manifest:publication_cmame_v1/04_figures/14_exports/figure_files_manifest.json,SHA256 is identical to an already tracked file.
publication_cmame_v1/04_figures/12_supplementary/S11_stage07_fourteen_lineage_origins/figS11_stage07_fourteen_lineage_origins.pdf,202225,DUPLICATE,KEEP_CANONICAL_TRACKED_COPY;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,duplicate artifact,publication_cmame_v1/04_figures/14_exports/supplementary/figS11_stage07_fourteen_lineage_origins.pdf,manifest:publication_cmame_v1/04_figures/14_exports/figure_files_manifest.csv;manifest:publication_cmame_v1/04_figures/14_exports/figure_files_manifest.json,SHA256 is identical to an already tracked file.
publication_cmame_v1/04_figures/12_supplementary/S11_stage07_fourteen_lineage_origins/figS11_stage07_fourteen_lineage_origins.png,848048,DUPLICATE,KEEP_CANONICAL_TRACKED_COPY;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,duplicate artifact,publication_cmame_v1/04_figures/14_exports/supplementary/figS11_stage07_fourteen_lineage_origins.png,manifest:publication_cmame_v1/04_figures/14_exports/figure_files_manifest.csv;manifest:publication_cmame_v1/04_figures/14_exports/figure_files_manifest.json,SHA256 is identical to an already tracked file.
publication_cmame_v1/04_figures/12_supplementary/S11_stage07_fourteen_lineage_origins/figS11_stage07_fourteen_lineage_origins.svg,1803928,DUPLICATE,KEEP_CANONICAL_TRACKED_COPY;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,duplicate artifact,publication_cmame_v1/04_figures/14_exports/supplementary/figS11_stage07_fourteen_lineage_origins.svg,manifest:publication_cmame_v1/04_figures/14_exports/figure_files_manifest.csv;manifest:publication_cmame_v1/04_figures/14_exports/figure_files_manifest.json,SHA256 is identical to an already tracked file.
publication_cmame_v1/04_figures/12_supplementary/S12_h2_diagnostics/figS12_h2_diagnostics.pdf,85130,DUPLICATE,KEEP_CANONICAL_TRACKED_COPY;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,duplicate artifact,publication_cmame_v1/04_figures/14_exports/supplementary/figS12_h2_diagnostics.pdf,manifest:publication_cmame_v1/04_figures/14_exports/figure_files_manifest.csv;manifest:publication_cmame_v1/04_figures/14_exports/figure_files_manifest.json,SHA256 is identical to an already tracked file.
publication_cmame_v1/04_figures/12_supplementary/S12_h2_diagnostics/figS12_h2_diagnostics.png,1013737,DUPLICATE,KEEP_CANONICAL_TRACKED_COPY;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,duplicate artifact,publication_cmame_v1/04_figures/14_exports/supplementary/figS12_h2_diagnostics.png,manifest:publication_cmame_v1/04_figures/14_exports/figure_files_manifest.csv;manifest:publication_cmame_v1/04_figures/14_exports/figure_files_manifest.json,SHA256 is identical to an already tracked file.
publication_cmame_v1/04_figures/12_supplementary/S12_h2_diagnostics/figS12_h2_diagnostics.svg,554435,DUPLICATE,KEEP_CANONICAL_TRACKED_COPY;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,duplicate artifact,publication_cmame_v1/04_figures/14_exports/supplementary/figS12_h2_diagnostics.svg,manifest:publication_cmame_v1/04_figures/14_exports/figure_files_manifest.csv;manifest:publication_cmame_v1/04_figures/14_exports/figure_files_manifest.json,SHA256 is identical to an already tracked file.
publication_cmame_v1/04_figures/12_supplementary/S13_stage08_192_candidates/figS13_stage08_192_candidates.pdf,83498,DUPLICATE,KEEP_CANONICAL_TRACKED_COPY;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,duplicate artifact,publication_cmame_v1/04_figures/14_exports/supplementary/figS13_stage08_192_candidates.pdf,manifest:publication_cmame_v1/04_figures/14_exports/figure_files_manifest.csv;manifest:publication_cmame_v1/04_figures/14_exports/figure_files_manifest.json,SHA256 is identical to an already tracked file.
publication_cmame_v1/04_figures/12_supplementary/S13_stage08_192_candidates/figS13_stage08_192_candidates.png,1076139,DUPLICATE,KEEP_CANONICAL_TRACKED_COPY;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,duplicate artifact,publication_cmame_v1/04_figures/14_exports/supplementary/figS13_stage08_192_candidates.png,manifest:publication_cmame_v1/04_figures/14_exports/figure_files_manifest.csv;manifest:publication_cmame_v1/04_figures/14_exports/figure_files_manifest.json,SHA256 is identical to an already tracked file.
publication_cmame_v1/04_figures/12_supplementary/S13_stage08_192_candidates/figS13_stage08_192_candidates.svg,290296,DUPLICATE,KEEP_CANONICAL_TRACKED_COPY;LOCAL_EXACT_PATH_EXCLUDE_APPLIED,duplicate artifact,publication_cmame_v1/04_figures/14_exports/supplementary/figS13_stage08_192_candidates.svg,manifest:publication_cmame_v1/04_figures/14_exports/figure_files_manifest.csv;manifest:publication_cmame_v1/04_figures/14_exports/figure_files_manifest.json,SHA256 is identical to an already tracked file.
